"Path","Category","Size","SHA256","TrackedOrIgnored","Producer","Consumers","LastKnownStage","Reason","Evidence","ReplacementPath","RecoveryPath","RiskLevel","DeletionPermitted","ValidationRequired"
".venv/Lib/site-packages/scipy/integrate/tests/__pycache__/test_cubature.cpython-312.pyc","QUARANTINE_CANDIDATE","49035","F9B390F6EDFDC8E66875BC7DA618E2E216FE0677CF1BDAEEE819F1715C63D9FE","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/tests/__pycache__/test_integrate.cpython-312.pyc","QUARANTINE_CANDIDATE","40457","39BC57BB60D845D3562ACEEAD7D002D158151B5B14C1061DA59273CDC1F562A9","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/tests/__pycache__/test_quadpack.cpython-312.pyc","QUARANTINE_CANDIDATE","47391","446CCA1CCA5FCDC0DB4DC596C06DFEE721F71FD5999FF628B41E5493FC838B53","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/tests/__pycache__/test_quadrature.cpython-312.pyc","QUARANTINE_CANDIDATE","53400","0AEA9DBF48B6528369914403B19B2C5B4B38AF8BB5E13178E83376836790AFFA","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/tests/__pycache__/test_tanhsinh.cpython-312.pyc","QUARANTINE_CANDIDATE","81985","DA071DD2AE434E829F654D4B77E5AF57174129EEFD45B03A46FFF45E45F31692","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/tests/__pycache__/test__quad_vec.cpython-312.pyc","QUARANTINE_CANDIDATE","12896","0BDAAD2ADAA790B396EC4BA71F1FFDFBC2439D314CC26FBE4E474029CA8EAB85","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/tests/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","169","33320070C8DF0D283840E4AFCC0B9EF6E71A4A2EFD2A1FF09D94CF3BB9812E21","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/_ivp/tests/__pycache__/test_ivp.cpython-312.pyc","QUARANTINE_CANDIDATE","69939","698F2E12B7F46FBAB1E104D132748F9CDFAF33B80A07566CE57E7EF955220724","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/_ivp/tests/__pycache__/test_rk.cpython-312.pyc","QUARANTINE_CANDIDATE","3084","6FCC3BF2E550BB7E3058AE0144116537FDAB8B80E7A203F277A43BBEB08B9FB4","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/_ivp/tests/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","174","EDCEF42923B9A49479FE49F56E687294608FFE96C0FF5C7F53E786AF9660405D","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/_ivp/__pycache__/base.cpython-312.pyc","QUARANTINE_CANDIDATE","13738","928D5164B84B187BDCA9E4F77068F24D938F6D983226AE59DAFCAABB3BADAC60","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/_ivp/__pycache__/bdf.cpython-312.pyc","QUARANTINE_CANDIDATE","23236","F02102285887EA92E30629F932BF6D38D8C78C5F52BD06CBE548DEB49965B21A","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/_ivp/__pycache__/common.cpython-312.pyc","QUARANTINE_CANDIDATE","21522","6A1EDCFCDF6DBE66350FAA5DAD38329C31DEF2BF5610D4A40220E8221FAD1D2F","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/_ivp/__pycache__/dop853_coefficients.cpython-312.pyc","QUARANTINE_CANDIDATE","6534","B694CB6E2F46ADB7B765CB158C6280DA08232DDF56C89B869B5A67A684F1B0F9","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/_ivp/__pycache__/ivp.cpython-312.pyc","QUARANTINE_CANDIDATE","33416","70331CDC8B631C3349A4565A0D838DB662C46A5C85E512927782D0E1AEA92CF6","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/_ivp/__pycache__/lsoda.cpython-312.pyc","QUARANTINE_CANDIDATE","10829","EDC6C0B58933405E78059DFE5DE45807B7623E3C1611025E948CE987A0848944","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/_ivp/__pycache__/radau.cpython-312.pyc","QUARANTINE_CANDIDATE","24292","E7761EE21FBADF2E79883976028AEB5B9A55F31224EB042ACDA399E451E26FF9","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/_ivp/__pycache__/rk.cpython-312.pyc","QUARANTINE_CANDIDATE","35208","F0B6AE7C0CF62329B61026A7F59C0E0ED9962DF63C8B07C96867AB6963CC6322","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/_ivp/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","547","C18785D0DAE36EF65EA3B16B8B1BF3914E36BF0B1C18EE0A82BC4598184DEA96","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/_rules/__pycache__/_base.cpython-312.pyc","QUARANTINE_CANDIDATE","20709","3B712DEA8FECC9E501DB174521116C6E2074AA5CF28F3F5306E209803B2C96B0","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/_rules/__pycache__/_gauss_kronrod.cpython-312.pyc","QUARANTINE_CANDIDATE","5719","CC470F4ED015922617437581F715580D08F3513D56EB83719CD34FA05B84B60B","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/_rules/__pycache__/_gauss_legendre.cpython-312.pyc","QUARANTINE_CANDIDATE","2515","AAF51DB7503517115E4DCAA8D0AFC766BA2C28CB248D5DEE8D45EC577EBB23D4","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/_rules/__pycache__/_genz_malik.cpython-312.pyc","QUARANTINE_CANDIDATE","9795","8CCE682527767582CE04A691A77037A90DB26513E14ECCB68E061B623896A666","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/_rules/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","686","AFECDB598FFA4080B73D07B8BC5E0D89B82EB253EC19165BFB3A8C6EB6D611CB","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/__pycache__/dop.cpython-312.pyc","QUARANTINE_CANDIDATE","686","0E2A116151351C3744BEEA1607829BC378C0E8EB84291BDEBB0270A4040F1590","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/__pycache__/lsoda.cpython-312.pyc","QUARANTINE_CANDIDATE","643","17BAC599D5AFA629CCD7E5A6F61C2479B21641AD4315CF7D4D2CA9D22FA9A604","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/__pycache__/odepack.cpython-312.pyc","QUARANTINE_CANDIDATE","673","DCACBC9A8D35F20D5DDAB6289A53C26701A30AE585D12071C95006BDD992B619","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/__pycache__/quadpack.cpython-312.pyc","QUARANTINE_CANDIDATE","704","6191D93F23DC7D439D3A46F6E645499D9B1FAF2A77BB59C7BC6F5EAB9E906DE1","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/__pycache__/vode.cpython-312.pyc","QUARANTINE_CANDIDATE","689","2097DFF234EE43BA6A2555772FE3D8A0A75F1231F592B7C65E04283610F66F04","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/__pycache__/_bvp.cpython-312.pyc","QUARANTINE_CANDIDATE","49143","91D995C4C8E902DA2492D4C8320AF6D70C960BB525B4E355E131095B02F6D621","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/__pycache__/_cubature.cpython-312.pyc","QUARANTINE_CANDIDATE","26890","507D751E9DAF892CB1917AA823A9FAE6F28F87476E0E2CE075A46CF9CDA062FB","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/__pycache__/_lebedev.cpython-312.pyc","QUARANTINE_CANDIDATE","180809","759F9D15CEB9C74B42B1444CFBABC9B9F7BAC3C2C251DE0D7216B69BEAC0D2A6","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/__pycache__/_ode.cpython-312.pyc","QUARANTINE_CANDIDATE","52540","94DD9C0B78837C14AD1CFD7E05D9BB2BD912E0659F6BEF75F1D309E875294738","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/__pycache__/_odepack_py.cpython-312.pyc","QUARANTINE_CANDIDATE","11651","1D123F3C090035AE823622FC7787C155977A400DF78EDB626964665235DA7761","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/__pycache__/_quadpack_py.cpython-312.pyc","QUARANTINE_CANDIDATE","55891","7E4EFE8AF9CF31323A5DEB51541BA73F3E390EBE5050A7369BD34FF570CF22DE","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
